slippage_bps_rt,label,full_series_apr_pct,full_series_dd_pct,holdout_apr_pct,holdout_dd_pct,full_series_trades
0.0,FANTASY (zero-cost),27.161672722267816,37.33417366872252,32.62785688547212,24.119355325780887,38
5.0,,26.99441963604796,37.42817004116295,32.20426154068687,24.308957298596233,38
10.0,HEADLINE,26.82734476278896,37.522048891712515,31.78191360717406,24.4981327844523,38
20.0,,26.493729073795702,37.70945449736191,30.940946531865876,24.87520770560273,38
