capital_usd,slippage_bps_rt,apr_pct,max_dd_pct,final_eq,return_pct,trades,sharpe
10000,10.0,26.82734476278896,37.522048891712515,55659.137186017855,456.5913718601785,38,0.9454671229780137
100000,10.0,26.82734476278894,37.52204889171253,556591.3718601782,456.5913718601782,38,0.9454671229780133
1000000,25.0,26.327187967588127,37.80298148735248,5409296.570870764,440.92965708707635,38,0.9321376085897107
