regime,lookback_days,entry_z,exit_z,arb_return_pct,arb_dd_pct,arb_trades,arb_pct_in_pos,arb_vs_funding_pp,arb_vs_funding_smart_pp,arb_vs_bh_pp
covid_2020,14,1.0,0.0,0.016853266424687874,0.02744787656509288,12,1.0438413361169103,3.2068503991053543,-0.08001383523519312,-2.7398439387888773
luna_2021,7,1.0,0.0,0.23880441915249406,0.10821547889772773,8,5.833333333333333,0.42265919162156607,0.15667208535969923,27.772626776080678
ftx_2022,14,1.5,0.5,0.0,0.0,0,0.0,1.4184909151558456,-0.0005824927857056572,28.039164587742825
etf_2024,30,2.0,0.5,0.0,0.0,0,0.0,0.0,0.0,-1.0438241718945696
calm_2023,30,2.0,0.0,-0.4111464852165181,0.4119389852165295,33,5.578512396694215,-1.0118851207348456,-1.0798812211832876,0.23529017163701482
