date,close,iv,iv_rank,funding_rate
2023-07-04,30786.0,12.087377887245717,0.0,0.0
2023-07-05,30817.5,12.099267335822615,0.0003280431155053093,0.0
2023-07-06,30022.0,10.532551001563077,0.0,0.0
2023-07-07,30209.0,16.825304207526134,0.16648208082179142,0.0
2023-07-08,30281.5,16.864350138288458,0.16751508618338345,0.0
2023-07-09,30120.0,16.726807352860583,0.16387623235095297,0.0
2023-07-10,30560.0,15.147782482775307,0.12210129895740289,0.0
2023-07-11,30767.5,16.47758733973033,0.1572828279998906,0.0
2023-07-12,30365.5,16.762888521501797,0.16483080149378526,0.0
2023-07-13,31118.0,17.791371843615124,0.1920405200306067,0.0
2023-07-14,30333.0,21.31543349417941,0.2852736561997265,0.0
2023-07-15,30284.0,24.67988049580148,0.3742840018007435,0.0
2023-07-16,30288.0,24.64435284472413,0.3733440766067182,0.0
2023-07-17,29970.5,20.993322730758543,0.27675184255246865,0.0
2023-07-18,30017.0,21.43281227703792,0.2883790479694366,0.0
2023-07-19,30223.5,21.404831500746184,0.28763878409644006,0.0
2023-07-20,29772.5,21.551063042895176,0.2915075090602086,0.0
2023-07-21,29942.0,21.24922817898413,0.2835221178389454,0.0
2023-07-22,29922.0,21.134040825655397,0.2804747028778199,0.0
2023-07-23,29833.5,20.404799903317684,0.2611817889182926,0.0
2023-07-24,29149.0,15.10740425939622,0.12103304625019877,1.2643572324974153e-05
2023-07-25,29210.5,14.294229118684612,0.09951955524439618,2.4360183912185886e-07
2023-07-26,29424.0,14.55712330444113,0.10647472568381874,1.2261511204561664e-07
2023-07-27,29135.0,15.39441674074725,0.12862629415826324,1.4751943487529465e-05
2023-07-28,29303.0,15.313958441247694,0.12649767657520342,1.6815922524585376e-05
2023-07-29,29312.0,15.74109715318071,0.13779812635206154,1.6564827662884164e-05
2023-07-30,29394.5,15.064346800292249,0.11989391125603824,5.2061542718513e-05
2023-07-31,28937.0,13.837640310613658,0.08743996903472841,5.258080086923708e-05
2023-08-01,29583.0,14.836049938323681,0.11385405312373512,4.621728097409047e-05
2023-08-02,29036.5,19.20784458179967,0.22951494833916353,0.0002523145068124434
2023-08-03,29199.5,20.955670183485793,0.2757557007663474,0.00021306143505232428
2023-08-04,29027.5,18.156819649768558,0.20170886538102176,0.0001350687648897151
2023-08-05,29082.5,18.34193601949754,0.20660633353493774,9.027317067016953e-05
2023-08-06,29060.5,17.93114706516877,0.1957384355486548,0.00014950634440816292
2023-08-07,29160.0,17.331708362591343,0.179879589783714,0.00023433261111933587
2023-08-08,29824.0,17.16285161237265,0.17541228871260653,0.0001691100090497649
2023-08-09,29497.0,20.3798311001511,0.2605212102858963,0.00018137855905530544
2023-08-10,29385.0,21.242128561013853,0.28333428921544057,0.00012587342020251328
2023-08-11,29407.0,19.677994056572537,0.24195329770638305,8.008185937248978e-05
2023-08-12,29394.5,16.418640920453065,0.1557233321453617,8.088579021157424e-05
2023-08-13,29402.5,13.383382856282042,0.07542206149081362,7.703043290724934e-05
2023-08-14,29380.0,13.183745870985552,0.07014043361930354,0.0001936145971665216
2023-08-15,29183.0,12.755434983845326,0.05880897258851623,0.0002300298783599496
2023-08-16,28590.0,13.288198975518185,0.07290386158504837,0.00012438489889946618
2023-08-17,26404.5,16.61998822596871,0.16105020852092672,1.1581559552483608e-05
2023-08-18,25900.5,40.31500317498846,0.7879292970060982,-0.00013827729190208257
2023-08-19,26078.0,36.57980256270749,0.6891102348458181,-8.460075908054158e-06
2023-08-20,26015.5,37.922308502264116,0.7246277857520268,-2.8398775828050264e-06
2023-08-21,26100.5,38.00759937599347,0.7268842546884084,3.4369051638975054e-06
2023-08-22,26056.0,38.241176796639195,0.733063816121906,1.5369719876798504e-06
2023-08-23,26477.0,38.14881520373182,0.730620283113069,2.1670587068608354e-05
2023-08-24,25962.0,40.11902666854106,0.7827445113458833,3.634944543267199e-05
2023-08-25,26042.5,39.97408819526886,0.7789099960182165,0.0
2023-08-26,26039.5,40.592371380793324,0.7952673944246403,0.0
2023-08-27,25912.5,40.59777915369501,0.7954104633256153,0.0
2023-08-28,25994.5,16.483767823478765,0.15744633986206716,0.0
2023-08-29,27439.5,13.755639253551188,0.08527053601192845,0.0
2023-08-30,27253.5,29.155530378744498,0.49269250776854223,0.0
2023-08-31,25975.0,29.51363753060756,0.5021666476001874,0.0
2023-09-01,25785.0,38.781536851307024,0.7473596677705658,0.0
2023-09-02,25954.0,38.918983276412355,0.7509959722789595,0.0
2023-09-03,25959.0,38.12381606453489,0.7299589019058235,0.0
2023-09-04,25722.0,36.96263120132349,0.6992384102674396,0.0
2023-09-05,25714.5,37.163896835613144,0.7045631259360451,0.0
2023-09-06,25760.5,37.162648252761535,0.7045300932293092,0.0
2023-09-07,26254.5,37.134170099938856,0.703776670683612,0.0
2023-09-08,25876.0,38.28488155136418,0.7342200760720858,0.0
2023-09-09,25849.5,26.402928784535007,0.4198692416911236,0.0
2023-09-10,25808.5,26.494562459439596,0.4222935167853713,0.0
2023-09-11,25822.0,13.7947154814026,0.08630434291813366,0.0
2023-09-12,25881.5,13.333070543770855,0.07409099093971028,0.0
2023-09-13,26347.0,12.969408167566735,0.06446988120833105,0.0
2023-09-14,26578.0,15.586008419605147,0.1336950741215673,0.0
2023-09-15,26495.5,14.8144409654934,0.11328236269770701,0.0
2023-09-16,26504.0,15.044275735827162,0.11936290797860323,0.0
2023-09-17,26718.0,15.090011200178333,0.12057289270600659,0.0
2023-09-18,26855.0,12.874964242317308,0.06197125768347981,0.0
2023-09-19,27112.5,9.601084055902746,0.0,0.0
2023-09-20,26994.5,9.605831201045989,0.00012257071308510004,0.0
2023-09-21,26676.5,10.144338473543229,0.014026763317232882,0.0
2023-09-22,26592.5,12.743071856446361,0.08112574475744895,0.0
2023-09-23,26572.0,13.105681047165534,0.09048827017778927,0.0
2023-09-24,26192.5,10.41718369529198,0.02107159392225594,0.0
2023-09-25,26273.0,11.743203329252493,0.055309260392327635,0.0
2023-09-26,26239.0,11.892332415771506,0.059159755358208714,0.0
2023-09-27,26444.5,11.877361341521782,0.0587732040329242,0.0
2023-09-28,27172.0,11.831665921809039,0.05759335382613501,0.0
2023-09-29,26940.5,17.83805282598605,0.21267753678141002,0.0
2023-09-30,27129.0,17.780498336371576,0.21119148682497757,0.0
2023-10-01,28320.5,18.000037534711204,0.21685996235682853,0.0
2023-10-02,27560.5,25.781466060680618,0.4177755051660355,0.0
2023-10-03,27449.5,30.109119381062694,0.5295149901529916,0.0
2023-10-04,27622.5,30.26759661529991,0.5336068531616165,0.0
2023-10-05,27646.0,28.79794863507476,0.49566072017331597,0.0
2023-10-06,27908.0,28.86087581731665,0.4972854924031692,0.0
2023-10-07,27931.5,28.71423555574878,0.4934992585963217,0.0
2023-10-08,27842.5,28.805534522010685,0.49585658685593526,0.0
2023-10-09,27658.5,26.592645030345935,0.4387200479915338,0.0
2023-10-10,27025.5,26.40718259690493,0.4339314304052952,0.0
2023-10-11,26814.0,28.93496186581576,0.4991983852093052,0.0
2023-10-12,26873.0,17.671675581056405,0.20838169645278917,0.0
2023-10-13,26872.0,13.647267273165307,0.10447196098874845,0.0
2023-10-14,26896.0,13.66864751105422,0.10502399614354102,0.0
2023-10-15,27849.0,13.060527598507447,0.08932241359804036,0.0
2023-10-16,28442.5,22.19170940269821,0.32508842269981847,0.0
2023-10-17,28519.5,23.966445189389738,0.370911885928459,0.0
2023-10-18,28340.5,23.962185333070437,0.3708018969538349,0.0
2023-10-19,29273.5,24.17904855173719,0.37640127901438714,0.0
2023-10-20,29722.0,27.653206335627267,0.4661036125416553,0.0
2023-10-21,29850.5,23.261482254877112,0.3527098282760268,0.0
2023-10-22,30534.0,21.636983237072478,0.31076546023795115,0.00019064755847007103
2023-10-23,34033.5,21.795617693616762,0.31486138270751696,0.0002562218592743852
2023-10-24,33877.5,49.46036625382308,1.0,0.0003784477775397495
2023-10-25,34683.0,50.15998098860932,1.0,0.00019010647960122278
2023-10-26,33970.0,49.78045325705313,0.9906425529228302,0.0002114396757830733
2023-10-27,34074.0,53.79210360624822,1.0,0.00020128248338998454
2023-10-28,34118.0,53.767442927407174,0.9994419527068628,0.00024806151996647384
2023-10-29,34216.5,53.02712830121609,0.9826893492656213,0.0004012764007382906
2023-10-30,34166.0,52.94869445888665,0.9809144673297094,0.00026595756761424227
2023-10-31,34475.0,53.57259139586132,0.9950326511444976,0.00013759493697486675
2023-11-01,35324.0,53.40667586089411,0.9912781431775974,0.00018704839618829584
2023-11-02,34492.0,53.47832054615711,0.992899393060311,0.0003488870514866317
2023-11-03,34800.0,23.808559677058938,0.32150142191152775,0.00012732176810291857
2023-11-04,35216.5,23.82788210447509,0.32193866974180557,0.00013197602178363423
2023-11-05,34960.5,21.8312788157241,0.27675746982682464,0.0003282475055617579
2023-11-06,34959.0,19.140108396085136,0.2158588880103767,0.00023116157190297045
2023-11-07,35240.0,19.18951433387716,0.216976896562674,5.302229964581497e-05
2023-11-08,36565.5,19.34307498689395,0.22045182550930856,5.49188024851598e-05
2023-11-09,36465.5,25.117874089012933,0.3511299397705089,0.00016952327954919164
2023-11-10,37035.5,25.227553563123255,0.3536118801110201,0.0002123615221350994
2023-11-11,37152.5,25.57728439722166,0.3615259503826953,2.67202440828686e-05
2023-11-12,36981.5,23.931406457737232,0.3242813256550551,0.000181371049729234
2023-11-13,36704.5,19.408910551942142,0.22194162062420036,0.00011909451189477216
2023-11-14,35602.0,20.539781021102815,0.24753212477340442,2.9955988052161783e-05
2023-11-15,37477.5,26.251728561283784,0.37678796902188394,2.5771892223820973e-05
2023-11-16,36250.5,34.94453100285265,0.5734976745235961,8.320928161876399e-05
2023-11-17,36429.0,39.8620937192826,0.6847773590945194,3.3642946698861e-05
2023-11-18,36629.5,39.80365041843571,0.6834548437635413,-9.24391875620407e-07
2023-11-19,37273.5,35.72161118670037,0.5910822469492769,-2.1359111811212464e-06
2023-11-20,37289.5,36.58775928432352,0.6106823400549897,2.3973922132968544e-05
2023-11-21,36460.0,35.90283612510815,0.5951831918980875,-5.158657771620667e-06
2023-11-22,37399.5,37.50056601828117,0.6313382729401253,4.185772515531789e-06
2023-11-23,37562.0,39.62044813400815,0.6793091533881734,0.0
2023-11-24,37840.0,39.37024332933382,0.6736472608312641,0.0
2023-11-25,37823.0,35.342763649877625,0.5825092938769646,0.0
2023-11-26,37302.5,26.009770199939737,0.3713126854958184,0.0
2023-11-27,37110.5,20.667942720508766,0.2504322999834364,0.0
2023-11-28,38138.0,20.970459177240304,0.25727795459402736,0.0
2023-11-29,37808.5,24.24354375902744,0.3313446906660071,0.0
2023-11-30,38281.5,23.79288649245393,0.3211467529139693,0.0
2023-12-01,38749.5,24.346560953519887,0.3336758700671767,0.0
2023-12-02,39518.0,20.647889840442744,0.24997852271669613,0.0
2023-12-03,41466.0,19.426130718318742,0.22233129632192852,0.0
2023-12-04,41538.5,28.039366000731185,0.4172404740248699,0.0
2023-12-05,43706.0,28.2934175786471,0.42298941533694995,0.0
2023-12-06,43899.5,33.836579999626565,0.5484258157047738,0.0
2023-12-07,43194.0,30.981848868048257,0.48382601328731645,0.0
2023-12-08,44222.0,33.26941513264696,0.535591423723085,0.0
2023-12-09,43990.0,32.96873877436174,0.5287874087593055,0.0
2023-12-10,42132.5,32.39059527229885,0.5157045808918872,0.0
2023-12-11,41913.0,42.72666089367069,0.7495997416404704,0.0
2023-12-12,41092.5,43.261574916851316,0.7617043282425336,0.0
2023-12-13,42925.5,44.60506236754175,0.7921061488920853,0.0
2023-12-14,42749.0,43.524681323809524,0.7676581715716847,0.0
2023-12-15,42214.0,43.672285739488885,0.7709983166324068,0.0
2023-12-16,41873.0,35.855967913884086,0.5941226096417612,0.0
2023-12-17,41105.0,35.65702358697907,0.5896206920818289,0.0
2023-12-18,43057.0,35.860762119089614,0.594231097865258,0.0
2023-12-19,42923.0,41.62901580649995,0.7247610957268991,0.0
2023-12-20,43788.0,41.607917321039636,0.724283657422126,0.0
2023-12-21,43615.5,36.60939110652366,0.6111718472539693,0.0
2023-12-22,43603.5,36.53461971497081,0.6094798430342507,0.0
2023-12-23,43686.5,34.46155275141334,0.5625683441674801,0.0
2023-12-24,43248.0,28.09711561775321,0.41854729196230706,0.0
2023-12-25,42794.0,28.551780359749333,0.4288359150043289,0.0
2023-12-26,42480.0,28.31963066061404,0.42358259201025744,0.0
2023-12-27,43105.5,28.258882114888177,0.4222079112189112,0.0
2023-12-28,42343.5,26.727627259549397,0.38755709594196863,0.0
2023-12-29,41995.0,17.377310661954247,0.17596848149638833,0.0
2023-12-30,42556.5,17.65591715001074,0.18227307665828732,0.0
2023-12-31,42520.0,15.72901602209579,0.13866916917840466,0.0
2024-01-01,45537.0,15.7436406426817,0.13900011018711458,0.0
2024-01-02,45060.0,37.42868574860029,0.6297116920100567,0.0
2024-01-03,42806.5,38.09500234369885,0.6447897916302623,0.0
2024-01-04,43847.0,45.93900795798639,0.8222920464798275,0.0
2024-01-05,43701.0,47.068462876448066,0.8478505180868228,0.0
2024-01-06,44107.0,46.89595412037974,0.8439468119079736,0.0
2024-01-07,43998.0,46.62488653331268,0.837812814778574,0.0
2024-01-08,46885.5,45.51406737789027,0.8126760524516291,0.0
2024-01-09,45781.0,52.950261624613326,0.9809499307732467,0.0
2024-01-10,46128.0,55.44239897743238,1.0,0.0
2024-01-11,46045.0,55.27482690955211,0.9963445187345276,0.0
2024-01-12,43076.0,45.1219239571666,0.7748652053735328,0.0
2024-01-13,42997.5,55.49412181959731,1.0,0.0
2024-01-14,42698.0,49.676127484078215,0.8732270815134046,0.0
2024-01-15,42750.0,48.139490708720736,0.8397440773316005,0.0
2024-01-16,42640.5,48.172097159860925,0.8404545652994723,0.0
2024-01-17,42885.5,47.791670764947774,0.8321651511867699,0.0
2024-01-18,41231.0,47.990182241454946,0.836490676063317,0.0
2024-01-19,41637.5,35.7105893384297,0.5689208331984045,0.0
2024-01-20,41629.5,36.68398042246705,0.5901308278178365,2.366361927407491e-05
2024-01-21,40992.0,35.9558319974112,0.5742646210784805,6.218837056113216e-05
2024-01-22,39747.5,35.7329139078,0.5694072810444862,7.577998870797092e-05
2024-01-23,39950.5,23.96564251361756,0.31300082011739144,5.938262103978109e-05
2024-01-24,40124.0,24.635091955528534,0.32758798789996446,7.570446006630509e-05
2024-01-25,39983.5,25.25912309692525,0.34118550011107335,8.596044794218992e-05
2024-01-26,41727.0,25.00762956084317,0.3357055068847144,0.00011174434889944818
2024-01-27,42408.5,34.405965265567076,0.5404933388237633,2.4767040735046343e-05
2024-01-28,42055.0,35.359620809454604,0.5612733000195758,2.388033955358907e-05
2024-01-29,43381.5,29.51564983142027,0.43393435575257777,6.965723407582234e-05
2024-01-30,43041.0,32.51749147185563,0.499343877255425,0.00011384560148161143
2024-01-31,42149.5,32.97627150082536,0.5093406011884105,7.361918669982879e-05
2024-02-01,43082.0,33.85697176157142,0.5285308815372692,1.6194366482218495e-05
2024-02-02,43055.0,29.722729861441543,0.4384465876751526,5.0783116148851514e-05
2024-02-03,42831.0,29.990061965975045,0.4442717001009198,5.900946399142626e-05
2024-02-04,43051.0,30.581849768005963,0.45716663647619443,1.0749269370077232e-05
2024-02-05,42849.0,30.141093275318347,0.44756264174921445,0.00012504043530816528
2024-02-06,42882.0,23.97785758136285,0.313266983970135,8.201915297837126e-05
2024-02-07,44529.0,22.88195816885719,0.2893875576800624,4.783959416850231e-05
2024-02-08,46236.0,28.011407672855476,0.4011572237111076,0.00019764652208074634
2024-02-09,47191.0,29.634871454102633,0.4365321707696669,0.00019270679483483712
2024-02-10,48247.5,29.2697696434556,0.42857667624505164,6.489173604225583e-05
2024-02-11,48227.0,24.965735293421655,0.3347926392807604,0.0003022385043528715
2024-02-12,50043.5,25.33853398657146,0.34291584731657104,0.0002315664372683431
2024-02-13,49881.5,27.14812919826913,0.3823465605549355,0.00019525008464250896
2024-02-14,51850.5,26.790900400749912,0.37456261739217067,0.0001882973003597494
2024-02-15,51810.5,28.326845801595624,0.40803055666335963,0.00011097859307206022
2024-02-16,51947.5,27.56349422837457,0.3913972804537614,0.00024980359487325585
2024-02-17,51691.5,27.26460327600747,0.3848845071240441,0.00019768654403397478
2024-02-18,52430.0,27.528325756736642,0.3906309665780269,0.0003155921044379121
2024-02-19,51862.0,24.783485195716075,0.33082144655553714,0.00029190768012851183
2024-02-20,51565.5,26.694660528785448,0.372465570069655,5.396800785612285e-05
2024-02-21,51844.0,26.65277349912536,0.3715528601750569,0.0
2024-02-22,50885.5,26.406535756814648,0.3661873896307316,0.0
2024-02-23,51068.5,23.777119339950534,0.308892938337202,0.0
2024-02-24,51762.5,23.643765848444335,0.30598719276000047,0.0
2024-02-25,51293.5,15.527653394056932,0.12913874580868615,0.0
2024-02-26,56130.0,16.105061047016193,0.14172034164752254,0.0
2024-02-27,58349.0,46.42271010469429,0.8023357756003829,0.0
2024-02-28,62738.0,48.0519144251765,0.8378358078464735,0.0
2024-02-29,61465.0,56.05162948211518,1.0,0.0
2024-03-01,62120.0,57.46618345312192,1.0,0.0
2024-03-02,61665.5,56.35442944290677,0.9767731807890127,0.0
2024-03-03,64172.0,57.423756603251555,0.9991136161753624,0.0
2024-03-04,66329.0,54.881443296046726,0.9459994820939334,0.0
2024-03-05,66749.5,54.015691051306014,0.9279121438110631,0.0
2024-03-06,66454.5,54.54485652801839,0.9389674948575736,0.0
2024-03-07,67418.5,53.840275159239134,0.9242473464059402,0.0
2024-03-08,68462.0,41.81659958026776,0.6730481275515046,0.0
2024-03-09,69537.0,40.39401011297728,0.6433273187533276,0.0
2024-03-10,71218.0,27.283196179975583,0.3694155521820585,0.0
2024-03-11,72189.5,22.415130916975414,0.26771169437532033,0.0
2024-03-12,72941.0,22.32208754176363,0.2657678276251514,0.0
2024-03-13,73325.5,19.230388684137704,0.20117590372734906,0.0
2024-03-14,68388.5,15.469694002970568,0.1226072863312339,0.0
2024-03-15,69434.5,40.15898796724858,0.6384172245784819,0.0
2024-03-16,65620.5,40.55997109031079,0.6467945836169446,0.0
2024-03-17,68188.0,49.796244779883764,0.8397592657316458,0.0
2024-03-18,64683.5,52.909181465262975,0.9047948913666375,0.0
2024-03-19,62938.0,57.99561613770735,1.0,0.0
2024-03-20,67030.0,57.63327095944505,0.9925126835062729,0.0
2024-03-21,66193.0,65.84573742618673,1.0,0.0
2024-03-22,64594.5,65.05564046605562,0.985952496587906,0.0
2024-03-23,64627.5,64.60007913449466,0.9778528585909965,0.0
2024-03-24,66868.5,64.31663726139409,0.9728134129527676,0.0
2024-03-25,70538.5,59.95107631720086,0.8951960629896916,0.0
2024-03-26,69761.0,65.2835926110937,0.9900053643962888,0.0
2024-03-27,70412.5,58.31385253267042,0.8660870955336766,0.0
2024-03-28,69788.5,55.851990394523455,0.8223164970744877,0.0
2024-03-29,69950.5,48.150098715218256,0.6853809624450864,0.0
2024-03-30,70369.0,44.66990781342606,0.6235050205865683,0.0
2024-03-31,69645.5,35.01648633654582,0.4518723248825446,0.0
2024-04-01,66487.5,34.75182571945403,0.4471667999795924,0.0
2024-04-02,66179.5,40.544542719511085,0.5501582249941797,0.0
2024-04-03,66069.0,40.694727716683865,0.5528284343060593,0.0
2024-04-04,66900.0,37.07409118040428,0.4884554438203096,0.0
2024-04-05,68027.0,25.048099980439197,0.2746397212698914,0.0
2024-04-06,69392.5,26.860612285134895,0.30686522531492677,0.0
2024-04-07,70734.0,28.457897375391898,0.335264104044632,0.0
2024-04-08,70361.5,29.716607915857647,0.35764330748960815,0.0
2024-04-09,69322.0,29.873841799761426,0.3604388422557065,0.0
2024-04-10,70735.0,30.56972245372769,0.3728112298920026,0.0
2024-04-11,70779.0,31.77715730860889,0.3942787789394136,0.0
2024-04-12,67426.5,19.35780271547621,0.17346926463108547,0.0
2024-04-13,64487.0,32.44163240432187,0.4060927924659695,0.0
2024-04-14,66295.0,39.32466943196673,0.5284695272345299,0.0
2024-04-15,63515.0,41.381789240641695,0.5650440225048983,0.0
2024-04-16,63300.5,44.58662014742723,0.6220242102160162,0.0
2024-04-17,61173.5,42.39389195682052,0.5830386700941669,0.0
2024-04-18,64547.0,40.995382090404256,0.5581739090437388,0.0
2024-04-19,63981.0,52.37975729967063,0.760582040787709,-0.00010241498630853197
2024-04-20,65148.5,52.27662786640905,0.758748454356255,-0.00013028055476962133
2024-04-21,66026.0,52.000663099549186,0.7538419476872023,-1.1293238545800067e-05
2024-04-22,66105.5,52.894973479287565,0.7697423102310111,-4.7801360831401915e-06
2024-04-23,66622.0,48.133029370374075,0.6850774785791302,-1.9052100617292127e-05
2024-04-24,63970.5,42.59683045799784,0.5866468086285318,-1.3795426412454369e-05
2024-04-25,64302.0,45.07880261958545,0.6307749526006827,-5.056325265488469e-05
2024-04-26,62928.5,40.058216534751544,0.5415116042823791,-3.540170135254326e-05
2024-04-27,63883.5,41.499450784325475,0.5671359821247606,-1.888919451555596e-06
2024-04-28,62389.0,37.92768734476464,0.5036319292853502,4.647959654696062e-07
2024-04-29,63133.0,29.52620626461705,0.35425806747422217,-2.0067739262602868e-05
2024-04-30,57430.0,30.204568382331225,0.3663189848604173,-9.70204029635725e-06
2024-05-01,57604.0,51.889532775583206,0.7518661096775987,1.3771776368212413e-06
2024-05-02,59144.5,50.805632536278054,0.7325949403422781,-4.886632445844142e-05
2024-05-03,63010.0,53.977878147188505,0.7889957788366702,-4.688673220984367e-05
2024-05-04,63776.0,64.35907319305294,0.9735679012306039,3.0402569467362332e-05
2024-05-05,64590.0,61.978233887674136,0.9312378456126119,9.639106868402828e-05
2024-05-06,63694.0,62.24816253639431,0.9360370333139408,6.605953303757613e-05
2024-05-07,62199.0,61.67127836510311,0.925780339802234,2.028512245953605e-05
2024-05-08,61233.0,62.241688337606234,0.9359219255054625,1.4479488252664813e-05
2024-05-09,63064.0,61.674435267529184,0.9258364678470684,1.7923875373572404e-05
2024-05-10,60988.0,63.21290920398476,0.9531897155651601,6.544437668640184e-06
2024-05-11,60803.5,43.91295262003098,0.6100467601469189,2.666572749151623e-06
2024-05-12,62336.5,44.110932541186756,0.6135667377677674,1.7832827974207267e-06
2024-05-13,62009.5,43.93745797799748,0.6104824523682787,4.162345644094762e-05
2024-05-14,62207.0,31.47365077688129,0.3888825943504629,7.006681377731167e-05
2024-05-15,66186.0,30.77602959716031,0.37647926109266466,3.25885350081082e-05
2024-05-16,66431.0,43.31262997690051,0.5993733430813311,8.423380198307425e-05
2024-05-17,66926.5,42.43412814344422,0.5837540480761202,3.167732726523847e-05
2024-05-18,67342.0,39.7716490129159,0.5364165862733065,2.8101831046728298e-05
2024-05-19,66840.0,37.90819613399971,0.5032853859323916,3.2524021098815026e-05
2024-05-20,70924.0,37.081755971571326,0.4885917197275782,5.715796588058857e-06
2024-05-21,69732.0,38.60345343378725,0.5156466906631781,0.0
2024-05-22,69712.5,40.75922412355894,0.553975146091275,0.0
2024-05-23,67140.0,40.77979564673442,0.5543408968238833,0.0
2024-05-24,68736.5,46.5639977819239,0.657180932073269,0.0
2024-05-25,69365.0,47.04265385522746,0.6656911822858953,0.0
2024-05-26,68650.5,38.219782821205726,0.5088252313849843,0.0
2024-05-27,67628.5,38.89178805472966,0.5207731267538083,0.0
2024-05-28,67907.0,39.74696574130564,0.5359777308420575,0.0
2024-05-29,67566.5,39.691423121108464,0.5349509616823189,0.0
2024-05-30,68113.0,39.57881098205276,0.5284332720895265,0.0
2024-05-31,67594.0,25.655361605809002,0.2749156686371121,0.0
2024-06-01,67693.5,24.8459528508432,0.26031292870463113,0.0
2024-06-02,68904.0,24.910182870846405,0.261471718095295,0.0
2024-06-03,69002.0,18.661119981563782,0.12786677681153755,0.0
2024-06-04,71225.0,15.038276393406433,0.059366205551409076,0.0
2024-06-05,71051.0,21.008754871406943,0.16990181806335644,0.0
2024-06-06,71090.5,20.09321014452188,0.1529517030028604,0.0
2024-06-07,69543.5,17.722351113070967,0.08831685106078661,0.0
2024-06-08,69285.0,21.91635283828291,0.16777095835530212,0.0
2024-06-09,69281.5,21.813921842365893,0.16583043379830195,0.0
2024-06-10,67519.5,21.635608108665764,0.16245233348796415,0.0
2024-06-11,67454.5,25.057083763301353,0.2272711656154714,0.0
2024-06-12,67694.5,25.045186754812477,0.2270457803507786,0.0
2024-06-13,66887.0,23.31712346263981,0.19430813854137705,0.0
2024-06-14,66012.0,23.72657130587621,0.20206500537155672,0.0
2024-06-15,66203.5,15.235452982009662,0.041203310370507173,0.0
2024-06-16,66146.0,15.889414533992843,0.05359241622265934,0.0
2024-06-17,65651.0,15.730884162770575,0.050589105792715035,0.0
2024-06-18,65317.0,13.676702076375427,0.011673241043836371,0.0
2024-06-19,65861.0,13.640728600105318,0.010991734303831973,0.0
2024-06-20,64151.5,15.048366741080537,0.03765901753658874,0.0
2024-06-21,64464.0,15.235689066882225,0.04120778292775065,0.0
2024-06-22,64391.5,15.874662656595136,0.05331294632103604,0.0
2024-06-23,62410.5,15.424172988024251,0.044778554394935194,0.0
2024-06-24,60653.5,19.74376063490811,0.11690510493226355,0.0
2024-06-25,61739.0,22.17934707135507,0.16355937223755232,0.0
2024-06-26,60755.0,25.037521225170178,0.21830841295387482,0.0
2024-06-27,61265.0,25.14833336204302,0.22043104714865117,0.0
2024-06-28,60990.0,26.409936282102393,0.24459736659631845,0.0
