capital,buy_usd_clip,apr_pct,return_pct,max_dd_pct,sharpe,trades,halted
10000,500.0,4.353718486679226,36.50815254677493,25.691308455834843,0.4236454914782755,165,True
50000,2500.0,4.353718486679203,36.508152546774774,25.691308455834864,0.42364549147827374,165,True
250000,12500.0,4.353718486679226,36.50815254677497,25.691308455834804,0.4236454914782759,165,True
