regime,top_tail,top_spacing,top_ma,top_apr_pct,top_dd_pct,top_sharpe
bull,0.5,0.03,20,1910.6437478402324,24.673876057262735,4.315734599048753
bear,0.3,0.02,30,-19.039107873542594,25.22763927536673,-0.8930176158735755
crab,0.5,0.015,20,70.78604018982102,19.336740910932125,1.6696562875418635
crash,0.15,0.03,30,20.66716048325594,1.1435328798793796,4.251677731513208
