regime,rsi_threshold,dip_multiplier,max_dip_buys_per_week,base_size_pct,smart_final_eq,smart_return_pct,smart_apr_pct,smart_dd_pct,smart_sharpe,smart_trades,smart_2x_buys,smart_weeks_sat,smart_cost_basis,smart_btc,smart_cash_left,dca_final_eq,dca_cost_basis,dca_btc,bh_final_eq,smart_vs_dca_pp,smart_vs_bh_pp,cb_improvement_pct,runtime_s
bull,45,3.0,3,0.005,28572.130779831346,185.7213077983135,608.7993382004487,24.27594281562509,3.3471808428158942,172,14,4,22022.072755741254,0.45381740905358325,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-47.098204173567446,-51.01251312873125,-89.0294997320954,0.006
bull,45,3.0,3,0.01,41675.85475926029,316.7585475926029,1333.3206150989972,28.768713756626894,3.733988474022636,92,4,1,15097.891727828068,0.6619467260835697,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-22.836431893881347,-28.54591757261241,-29.594836597597023,0.006
bull,45,3.0,3,0.015,47551.303607163754,375.51303607163754,1733.118578558106,28.768713756626894,3.9382558889734764,61,3,1,13232.393122555874,0.7552677665662967,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-11.957936420948611,-18.47234358832096,-13.582071949292462,0.006
bull,45,3.0,5,0.005,29390.89001739037,193.9089001739037,647.1575281481674,24.802162401115083,3.375643678388071,160,20,2,21408.590976581403,0.4668219412913402,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-45.58225724086869,-49.608734120797926,-83.76359424283532,0.006
bull,45,3.0,5,0.01,42411.821368809215,324.1182136880921,1380.8975367542182,28.768713756626894,3.765348134189788,90,5,0,14835.90005127069,0.6736362448831689,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-21.473776948282687,-27.284088173160715,-27.3459948966857,0.006
bull,45,3.0,5,0.015,48255.250535115934,382.5525053511593,1784.0651976222534,28.768713756626894,3.9633412900402525,59,4,0,13039.359154546524,0.7664487097523748,0.0,54009.75587591526,11650.07196599067,0.8578487780311458,58325.36552633189,-10.654566471324213,-17.265412570230087,-11.925138253321645,0.006
bear,35,1.5,2,0.005,3649.4150420209953,-63.50584957979004,-62.31593050807926,65.73439461587849,-1.5103594882252018,185,31,15,43217.39523840452,0.23124947593137157,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,32.923120891349654,55.022808825979986,24.768543403566955,0.011
bear,35,1.5,2,0.01,3368.90474966095,-66.3109525033905,-65.12382255416567,67.37711687834668,-1.4271138552315783,91,19,9,46815.87161995984,0.2134746113695997,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,22.706057862532436,43.10706536420881,18.504431042817863,0.012
bear,35,1.5,2,0.015,3056.8841915494854,-69.43115808450516,-68.25592483824082,69.71240553788343,-1.5138086283114953,62,11,5,51594.43484839874,0.19370306176171184,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,11.341292307264572,29.852803304965914,10.186061318532651,0.011
bear,35,1.5,3,0.005,3616.9634186560997,-63.830365813439,-62.64040766341592,66.12262025735373,-1.5129228555334295,181,38,9,43605.14442764283,0.2291931406530201,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,31.74113117354991,53.64430247713703,24.093562041558314,0.011
bear,35,1.5,3,0.01,3365.255934922745,-66.34744065077255,-65.16039474379842,67.37711687834668,-1.4217059120283417,87,26,7,46866.63222945053,0.2132433999326256,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,22.57315660658541,42.95206805557468,18.416068600596596,0.011
bear,35,1.5,3,0.015,3043.2632785769415,-69.56736721423059,-68.39287806503977,69.84736148075383,-1.5179730491904575,60,14,3,51825.35910391247,0.19283995659270828,0.0,2745.5080933617255,57445.91051883686,0.1739723491147888,2354.114900677375,10.845176014419655,29.274203128371965,9.784075775213584,0.011
