regime,top_rsi,top_dip_mult,top_max_week,top_base_pct,smart_apr_pct,smart_vs_dca_pp,smart_vs_bh_pp,cb_improvement_pct
bull,45,3.0,5,0.015,1784.0651976222534,-10.654566471324213,-17.265412570230087,-11.925138253321645
bear,35,1.5,2,0.005,-62.31593050807926,32.923120891349654,55.022808825979986,24.768543403566955
crab,45,3.0,5,0.015,70.44832713355913,-0.32128966217783717,0.7767218526234965,-0.32232525991649597
crash,35,3.0,5,0.015,58.45213465539976,2.1374281875083057,31.77549750820008,2.0926982649145662
