slippage_bps_rt,label,full_series_apr_pct,full_series_dd_pct,holdout_apr_pct,holdout_dd_pct,full_series_trades
0.0,FANTASY (zero-cost),8.01666617693555,38.032831343413264,3.337566685988569,34.21820350981798,8
5.0,,7.986740728500208,38.094812452973734,2.977568672909481,34.41539592819042,8
10.0,HEADLINE,7.956816085201224,38.15674705461315,2.618735171247466,34.61204635232668,8
20.0,,7.896969214731708,38.28337140503278,1.9045478041153086,35.003726633291585,8
