capital_usd,slippage_bps_rt,apr_pct,max_dd_pct,final_eq,return_pct,trades,sharpe
10000,10.0,7.956816085201224,38.15674705461315,17385.004351430864,73.85004351430864,8,0.5764667018548699
100000,10.0,7.956816085201224,38.15674705461314,173850.04351430867,73.85004351430867,8,0.5764667018548698
1000000,25.0,7.867046987921111,38.36060213490881,1728085.3463451199,72.80853463451197,8,0.5709647561410566
